Request_Number,Connect_Time(s),TLS_Handshake(s),Total_Time(s),Elapsed_Time(s),Status,Success_Count,Bytes_Sent(B),Bytes_Received(B),KEM,Signature,Cert_Size(B)
133,0.330084,1.255567,1.569837,1.5653157234191895,Success,167/500,1282,21308,x25519_mlkem512,dilithium5,14953
124,0.051853,1.102617,1.113005,1.5535356998443604,Success,168/500,1282,21302,x25519_mlkem512,dilithium5,14953
115,0.007419,1.198812,1.414684,1.5697760581970215,Success,169/500,1282,21308,x25519_mlkem512,dilithium5,14953
106,0.070833,0.851956,1.094294,1.5729575157165527,Success,170/500,1282,21302,x25519_mlkem512,dilithium5,14953
139,0.106431,1.862416,1.881973,1.5570847988128662,Success,171/500,1282,21302,x25519_mlkem512,dilithium5,14953
19,0.006089,0.545591,0.559076,0.0030808448791503906,Success,172/500,1282,21302,x25519_mlkem512,dilithium5,14953
319,0.044271,0.932722,0.954428,1.4551684856414795,Success,173/500,1282,21308,x25519_mlkem512,dilithium5,14953
246,0.529521,1.103031,1.13305,0.9721176624298096,Success,174/500,1282,21302,x25519_mlkem512,dilithium5,14953
351,0.004485,0.624964,0.691337,1.2698259353637695,Success,175/500,1282,21308,x25519_mlkem512,dilithium5,14953
79,0.050597,1.140852,1.527955,1.4816040992736816,Success,176/500,1282,21308,x25519_mlkem512,dilithium5,14953
301,0.473803,1.361077,1.378594,1.4629590511322021,Success,177/500,1282,21302,x25519_mlkem512,dilithium5,14953
237,0.147014,1.282715,1.770284,1.530277967453003,Success,178/500,1282,21308,x25519_mlkem512,dilithium5,14953
228,0.092446,1.278649,1.557036,1.5228657722473145,Success,179/500,1282,21308,x25519_mlkem512,dilithium5,14953
61,0.051494,1.310873,1.632254,1.488518238067627,Success,180/500,1282,21308,x25519_mlkem512,dilithium5,14953
3,0.003872,0.54615,0.613848,0.0007677078247070312,Success,181/500,1282,21302,x25519_mlkem512,dilithium5,14953
274,0.138408,0.93751,1.324411,0.8382358551025391,Success,182/500,1282,21308,x25519_mlkem512,dilithium5,14953
201,0.167819,1.669863,1.734019,1.5237975120544434,Success,183/500,1282,21302,x25519_mlkem512,dilithium5,14953
265,0.036339,0.837507,0.94892,1.4800455570220947,Success,184/500,1282,21308,x25519_mlkem512,dilithium5,14953
43,0.217892,1.446547,1.820461,1.8869364261627197,Success,185/500,1282,21308,x25519_mlkem512,dilithium5,14953
24,0.004177,0.586504,0.722906,0.0019686222076416016,Success,186/500,1282,21308,x25519_mlkem512,dilithium5,14953
34,0.01412,1.382779,1.509923,1.600003719329834,Success,187/500,1282,21308,x25519_mlkem512,dilithium5,14953
347,0.010054,0.57239,0.589667,26.083741664886475,Success,188/500,1282,21308,x25519_mlkem512,dilithium5,14953
165,0.01288,0.551106,0.60448,0.1034853458404541,Success,189/500,1282,21308,x25519_mlkem512,dilithium5,14953
156,0.043323,0.877752,1.047991,1.5480360984802246,Success,190/500,1282,21308,x25519_mlkem512,dilithium5,14953
369,0.018073,0.673733,0.679577,1.2917375564575195,Success,191/500,1282,21308,x25519_mlkem512,dilithium5,14953
147,0.378684,1.160289,1.288926,1.5038676261901855,Success,192/500,1282,21308,x25519_mlkem512,dilithium5,14953
334,0.00557,0.566289,0.575071,0.006252765655517578,Success,193/500,1282,21308,x25519_mlkem512,dilithium5,14953
132,0.285292,1.551254,1.684996,1.5686755180358887,Success,194/500,1282,21302,x25519_mlkem512,dilithium5,14953
123,0.117478,1.956124,1.965586,1.5541894435882568,Success,195/500,1282,21302,x25519_mlkem512,dilithium5,14953
114,0.370363,1.510199,1.536256,1.5727744102478027,Success,196/500,1282,21308,x25519_mlkem512,dilithium5,14953
105,0.059732,1.190325,1.272413,1.5747880935668945,Success,197/500,1282,21308,x25519_mlkem512,dilithium5,14953
11,0.004462,0.906261,1.104805,0.01500558853149414,Success,198/500,1282,21308,x25519_mlkem512,dilithium5,14953
327,0.057745,0.781117,0.826868,1.3627970218658447,Success,199/500,1282,21308,x25519_mlkem512,dilithium5,14953
96,0.004838,0.537715,0.559164,0.1314852237701416,Success,200/500,1282,21308,x25519_mlkem512,dilithium5,14953
87,0.083383,0.908364,1.096953,1.572727918624878,Success,201/500,1282,21308,x25519_mlkem512,dilithium5,14953
318,0.010572,1.534463,1.622687,1.4532110691070557,Success,202/500,1282,21308,x25519_mlkem512,dilithium5,14953
245,0.003396,0.625523,0.639726,0.06953144073486328,Success,203/500,1282,21308,x25519_mlkem512,dilithium5,14953
309,0.021292,1.048185,1.069911,1.471479892730713,Success,204/500,1282,21302,x25519_mlkem512,dilithium5,14953
69,0.015957,0.888698,0.949009,1.5296399593353271,Success,205/500,1282,21308,x25519_mlkem512,dilithium5,14953
300,0.294039,0.981012,1.050867,1.4569311141967773,Success,206/500,1282,21302,x25519_mlkem512,dilithium5,14953
236,0.103983,1.48751,1.821171,0.2796180248260498,Success,207/500,1282,21302,x25519_mlkem512,dilithium5,14953
227,0.250066,1.157862,1.2499,1.0863077640533447,Success,208/500,1282,21308,x25519_mlkem512,dilithium5,14953
60,0.016612,1.340339,1.558545,2.8910062313079834,Success,209/500,1282,21302,x25519_mlkem512,dilithium5,14953
282,0.051224,0.817177,1.125684,1.3946361541748047,Success,210/500,1282,21308,x25519_mlkem512,dilithium5,14953
218,0.005324,0.781536,0.843994,1.5312910079956055,Success,211/500,1282,21308,x25519_mlkem512,dilithium5,14953
209,0.420852,1.641149,1.64519,1.5280115604400635,Success,212/500,1282,21308,x25519_mlkem512,dilithium5,14953
200,0.08751,1.349403,1.692568,0.41090941429138184,Success,213/500,1282,21308,x25519_mlkem512,dilithium5,14953
264,0.129009,1.694358,1.760887,1.4845607280731201,Success,214/500,1282,21308,x25519_mlkem512,dilithium5,14953
9,0.009955,0.580125,0.586346,0.020902156829833984,Success,215/500,1282,21308,x25519_mlkem512,dilithium5,14953
164,0.176384,2.128361,2.202461,1.5507116317749023,Success,216/500,1282,21308,x25519_mlkem512,dilithium5,14953
155,0.082301,1.026583,1.435395,1.5387885570526123,Success,217/500,1282,21308,x25519_mlkem512,dilithium5,14953
146,0.536874,1.915806,2.195528,1.4603488445281982,Success,218/500,1282,21308,x25519_mlkem512,dilithium5,14953
138,0.003271,0.586893,0.595327,0.047048091888427734,Success,219/500,1282,21308,x25519_mlkem512,dilithium5,14953
23,0.005653,0.5532,0.57604,0.001477956771850586,Success,220/500,1282,21308,x25519_mlkem512,dilithium5,14953
131,0.022527,0.599706,0.718919,0.05891895294189453,Success,221/500,1282,21308,x25519_mlkem512,dilithium5,14953
122,0.092222,1.235395,1.245762,1.5711760520935059,Success,222/500,1282,21308,x25519_mlkem512,dilithium5,14953
1,0.012061,0.622071,0.68476,0.0018754005432128906,Success,223/500,1282,21308,x25519_mlkem512,dilithium5,14953
2,0.004327,0.548458,0.555162,0.0014240741729736328,Success,224/500,1282,21308,x25519_mlkem512,dilithium5,14953
113,0.073832,1.129698,1.148648,1.5590250492095947,Success,225/500,1282,21308,x25519_mlkem512,dilithium5,14953
104,0.12291,1.632545,1.686498,1.5637705326080322,Success,226/500,1282,21302,x25519_mlkem512,dilithium5,14953
335,0.006547,0.576395,0.600709,0.0041997432708740234,Success,227/500,1282,21308,x25519_mlkem512,dilithium5,14953
326,0.098342,1.516452,1.692013,1.458451747894287,Success,228/500,1282,21308,x25519_mlkem512,dilithium5,14953
317,0.097771,1.710021,1.729758,1.4522373676300049,Success,229/500,1282,21308,x25519_mlkem512,dilithium5,14953
308,0.0708,0.900308,0.954441,0.8683412075042725,Success,230/500,1282,21308,x25519_mlkem512,dilithium5,14953
244,0.011662,0.059411,0.064931,0.07940030097961426,Success,231/500,1282,21308,x25519_mlkem512,dilithium5,14953
299,0.128891,1.025807,1.500863,1.4738554954528809,Success,232/500,1282,21302,x25519_mlkem512,dilithium5,14953
68,0.206597,1.150033,1.540538,1.8877787590026855,Success,233/500,1282,21308,x25519_mlkem512,dilithium5,14953
290,0.088484,0.985673,1.000922,1.4664080142974854,Success,234/500,1282,21302,x25519_mlkem512,dilithium5,14953
235,0.349194,1.937703,2.080074,1.5275802612304688,Success,235/500,1282,21308,x25519_mlkem512,dilithium5,14953
226,0.231657,1.080271,1.410969,1.5162405967712402,Success,236/500,1282,21302,x25519_mlkem512,dilithium5,14953
281,0.076465,1.524932,1.559061,1.4784972667694092,Success,237/500,1282,21308,x25519_mlkem512,dilithium5,14953
272,0.109726,0.952154,1.096938,1.7818868160247803,Success,238/500,1282,21308,x25519_mlkem512,dilithium5,14953
333,0.008774,0.571316,0.661103,0.0016567707061767578,Success,239/500,1282,21308,x25519_mlkem512,dilithium5,14953
199,0.45302,1.518868,1.844608,1.5330076217651367,Success,240/500,1282,21308,x25519_mlkem512,dilithium5,14953
263,0.028675,1.368799,1.422156,1.4803276062011719,Success,241/500,1282,21308,x25519_mlkem512,dilithium5,14953
190,0.340141,1.375333,1.402029,1.8482069969177246,Success,242/500,1282,21308,x25519_mlkem512,dilithium5,14953
181,0.484741,1.659915,1.772242,1.8473730087280273,Success,243/500,1282,21308,x25519_mlkem512,dilithium5,14953
32,0.007427,0.635026,0.655343,0.15332460403442383,Success,244/500,1282,21302,x25519_mlkem512,dilithium5,14953
163,0.007553,0.586718,0.615723,0.3035085201263428,Success,245/500,1282,21308,x25519_mlkem512,dilithium5,14953
271,0.063868,1.456883,1.556723,1.7837309837341309,Success,246/500,1282,21308,x25519_mlkem512,dilithium5,14953
275,0.193203,0.879948,0.933501,1.372884750366211,Success,247/500,1282,21308,x25519_mlkem512,dilithium5,14953
211,0.304496,1.075619,1.168516,1.436068058013916,Success,248/500,1282,21308,x25519_mlkem512,dilithium5,14953
284,0.058463,1.25071,1.355715,1.3776144981384277,Success,249/500,1282,21308,x25519_mlkem512,dilithium5,14953
292,0.250196,1.276208,1.372742,1.458775520324707,Success,250/500,1282,21308,x25519_mlkem512,dilithium5,14953
205,0.053391,0.775257,1.591798,1.5289671421051025,Success,251/500,1282,21308,x25519_mlkem512,dilithium5,14953
202,0.128605,1.537722,1.545352,1.8455135822296143,Success,252/500,1282,21308,x25519_mlkem512,dilithium5,14953
258,0.078689,0.803064,0.831436,1.4898426532745361,Success,253/500,1282,21302,x25519_mlkem512,dilithium5,14953
101,0.030487,0.652026,1.231665,1.57611083984375,Success,254/500,1282,21302,x25519_mlkem512,dilithium5,14953
198,0.297023,1.726787,1.768495,1.8503053188323975,Success,255/500,1282,21308,x25519_mlkem512,dilithium5,14953
188,0.401486,1.613461,1.628949,1.829967975616455,Success,256/500,1282,21308,x25519_mlkem512,dilithium5,14953
223,0.087475,1.304624,1.330172,1.5320744514465332,Success,257/500,1282,21308,x25519_mlkem512,dilithium5,14953
255,0.376061,1.381243,1.489604,1.499328851699829,Success,258/500,1282,21302,x25519_mlkem512,dilithium5,14953
95,0.373397,1.635475,1.65624,1.5660638809204102,Success,259/500,1282,21308,x25519_mlkem512,dilithium5,14953
47,0.062085,1.157598,1.205572,1.5856854915618896,Success,260/500,1282,21308,x25519_mlkem512,dilithium5,14953
242,0.353054,1.387086,1.460088,1.5218255519866943,Success,261/500,1282,21308,x25519_mlkem512,dilithium5,14953
278,0.478695,1.253965,1.274551,1.4021282196044922,Success,262/500,1282,21308,x25519_mlkem512,dilithium5,14953
233,0.140936,0.858575,1.259827,1.5286426544189453,Success,263/500,1282,21308,x25519_mlkem512,dilithium5,14953
203,0.131523,1.497091,1.536066,1.531214714050293,Success,264/500,1282,21308,x25519_mlkem512,dilithium5,14953
270,0.33745,1.062187,1.092814,1.7860686779022217,Success,265/500,1282,21308,x25519_mlkem512,dilithium5,14953
208,0.100335,1.262133,1.336936,1.4830420017242432,Success,266/500,1282,21302,x25519_mlkem512,dilithium5,14953
42,0.062447,0.968828,1.104489,1.9081480503082275,Success,267/500,1282,21308,x25519_mlkem512,dilithium5,14953
291,0.017905,0.880946,1.115533,1.4594290256500244,Success,268/500,1282,21308,x25519_mlkem512,dilithium5,14953
383,0.003766,0.544096,0.548849,0.19261384010314941,Success,269/500,1282,21308,x25519_mlkem512,dilithium5,14953
59,0.068546,1.197869,1.279841,1.482985258102417,Success,270/500,1282,21308,x25519_mlkem512,dilithium5,14953
368,0.01244,0.627356,0.657768,0.7274763584136963,Success,271/500,1282,21308,x25519_mlkem512,dilithium5,14953
342,0.037563,1.593685,1.597855,27.16874647140503,Success,272/500,1282,21302,x25519_mlkem512,dilithium5,14953
160,0.090787,1.19319,1.24372,1.5518691539764404,Success,273/500,1282,21302,x25519_mlkem512,dilithium5,14953
170,0.231196,1.243671,1.260724,1.549083948135376,Success,274/500,1282,21308,x25519_mlkem512,dilithium5,14953
276,0.022877,1.517706,1.561054,1.7828152179718018,Success,275/500,1282,21302,x25519_mlkem512,dilithium5,14953
191,0.196036,1.811501,1.822856,1.5435264110565186,Success,276/500,1282,21308,x25519_mlkem512,dilithium5,14953
110,0.222903,1.53876,1.554785,1.5562198162078857,Success,277/500,1282,21302,x25519_mlkem512,dilithium5,14953
261,0.186796,1.403468,1.41788,1.4885280132293701,Success,278/500,1282,21308,x25519_mlkem512,dilithium5,14953
148,0.035488,1.573409,1.699642,1.5600290298461914,Success,279/500,1282,21302,x25519_mlkem512,dilithium5,14953
220,0.046612,0.706129,0.747791,1.4306628704071045,Success,280/500,1282,21308,x25519_mlkem512,dilithium5,14953
38,0.067159,0.873428,0.889931,1.903956651687622,Success,281/500,1282,21302,x25519_mlkem512,dilithium5,14953
183,0.531179,1.183338,1.208961,1.848482370376587,Success,282/500,1282,21302,x25519_mlkem512,dilithium5,14953
273,0.271811,1.964013,1.975013,1.4718191623687744,Success,283/500,1282,21302,x25519_mlkem512,dilithium5,14953
353,0.027052,0.66483,0.668229,2.3117847442626953,Success,284/500,1282,21308,x25519_mlkem512,dilithium5,14953
286,0.19995,1.327798,1.364957,1.7803609371185303,Success,285/500,1282,21308,x25519_mlkem512,dilithium5,14953
111,0.036282,1.262596,1.309933,1.5568366050720215,Success,286/500,1282,21302,x25519_mlkem512,dilithium5,14953
377,0.003552,0.540369,0.545378,1.0631253719329834,Success,287/500,1282,21308,x25519_mlkem512,dilithium5,14953
109,0.404819,1.7438,2.198653,1.5577430725097656,Success,288/500,1282,21308,x25519_mlkem512,dilithium5,14953
346,0.004788,0.621038,0.635826,1.0779175758361816,Success,289/500,1282,21302,x25519_mlkem512,dilithium5,14953
153,0.09244,1.028762,1.034918,1.4516308307647705,Success,290/500,1282,21308,x25519_mlkem512,dilithium5,14953
217,0.039647,1.126562,1.196038,1.5267412662506104,Success,291/500,1282,21302,x25519_mlkem512,dilithium5,14953
41,0.458181,1.764217,1.839894,1.5892295837402344,Success,292/500,1282,21308,x25519_mlkem512,dilithium5,14953
375,0.035471,0.687741,0.692593,0.9031202793121338,Success,293/500,1282,21302,x25519_mlkem512,dilithium5,14953
179,0.445041,1.841005,1.845007,1.446366310119629,Success,294/500,1282,21308,x25519_mlkem512,dilithium5,14953
354,0.028492,0.689543,0.69654,0.21328973770141602,Success,295/500,1282,21308,x25519_mlkem512,dilithium5,14953
76,0.134803,1.639469,1.739175,1.5824766159057617,Success,296/500,1282,21308,x25519_mlkem512,dilithium5,14953
58,0.408177,1.829435,1.889942,1.5355150699615479,Success,297/500,1282,21308,x25519_mlkem512,dilithium5,14953
171,0.359158,2.103095,2.14556,1.5391418933868408,Success,298/500,1282,21308,x25519_mlkem512,dilithium5,14953
359,0.137681,0.671105,0.674702,1.0264968872070312,Success,299/500,1282,21302,x25519_mlkem512,dilithium5,14953
380,0.013701,0.539691,0.544162,1.0606839656829834,Success,300/500,1282,21308,x25519_mlkem512,dilithium5,14953
157,0.069443,1.120103,1.24297,1.455660104751587,Success,301/500,1282,21308,x25519_mlkem512,dilithium5,14953
167,0.053462,0.81732,0.821372,1.5486500263214111,Success,302/500,1282,21308,x25519_mlkem512,dilithium5,14953
52,0.133489,1.482168,1.540204,1.575657606124878,Success,303/500,1282,21308,x25519_mlkem512,dilithium5,14953
364,0.107807,0.665062,0.680521,1.0600790977478027,Success,304/500,1282,21308,x25519_mlkem512,dilithium5,14953
289,0.183184,1.170358,1.370671,1.4618167877197266,Success,305/500,1282,21308,x25519_mlkem512,dilithium5,14953
366,0.058281,0.591729,0.599465,1.3138949871063232,Success,306/500,1282,21308,x25519_mlkem512,dilithium5,14953
33,0.295726,1.71583,1.792629,1.599954605102539,Success,307/500,1282,21308,x25519_mlkem512,dilithium5,14953
174,0.370082,1.633076,1.658627,1.5466582775115967,Success,308/500,1282,21302,x25519_mlkem512,dilithium5,14953
391,0.003412,0.54862,0.567418,0.5865621566772461,Success,309/500,1282,21308,x25519_mlkem512,dilithium5,14953
222,0.014803,0.783495,0.808861,1.4575960636138916,Success,310/500,1282,21302,x25519_mlkem512,dilithium5,14953
51,0.478467,1.142494,1.226304,1.5761427879333496,Success,311/500,1282,21308,x25519_mlkem512,dilithium5,14953
363,0.089348,0.69665,0.705311,1.1490564346313477,Success,312/500,1282,21308,x25519_mlkem512,dilithium5,14953
315,0.102645,1.279926,1.367122,1.467909812927246,Success,313/500,1282,21308,x25519_mlkem512,dilithium5,14953
137,0.11911,0.95507,1.014146,1.5599784851074219,Success,314/500,1282,21308,x25519_mlkem512,dilithium5,14953
306,0.009487,0.973074,1.716091,0.830441951751709,Success,315/500,1282,21302,x25519_mlkem512,dilithium5,14953
376,0.006706,0.551496,0.556407,0.9460244178771973,Success,316/500,1282,21302,x25519_mlkem512,dilithium5,14953
74,0.108293,1.271011,1.410405,1.4856746196746826,Success,317/500,1282,21302,x25519_mlkem512,dilithium5,14953
350,0.321955,1.373445,1.380948,0.5745029449462891,Success,318/500,1282,21308,x25519_mlkem512,dilithium5,14953
303,0.496641,1.418532,1.434698,1.4647362232208252,Success,319/500,1282,21308,x25519_mlkem512,dilithium5,14953
184,0.245303,1.231749,1.328876,1.0860552787780762,Success,320/500,1282,21308,x25519_mlkem512,dilithium5,14953
256,0.09184,1.868505,1.931928,1.4833176136016846,Success,321/500,1282,21308,x25519_mlkem512,dilithium5,14953
360,0.115256,0.725344,0.736239,1.852452039718628,Success,322/500,1282,21308,x25519_mlkem512,dilithium5,14953
97,0.072897,1.258645,1.346444,1.5772171020507812,Success,323/500,1282,21308,x25519_mlkem512,dilithium5,14953
84,0.013761,1.244064,1.267133,1.575960636138916,Success,324/500,1282,21308,x25519_mlkem512,dilithium5,14953
80,0.215951,1.287166,1.307694,1.5706665515899658,Success,325/500,1282,21308,x25519_mlkem512,dilithium5,14953
324,0.186236,1.694302,1.706339,1.4516119956970215,Success,326/500,1282,21308,x25519_mlkem512,dilithium5,14953
78,0.006267,1.303326,1.385406,1.8704819679260254,Success,327/500,1282,21308,x25519_mlkem512,dilithium5,14953
254,0.305336,1.018829,1.056779,1.4838192462921143,Success,328/500,1282,21302,x25519_mlkem512,dilithium5,14953
302,0.324449,1.520369,1.526441,1.4663777351379395,Success,329/500,1282,21308,x25519_mlkem512,dilithium5,14953
77,0.099806,1.322332,1.396477,1.870514154434204,Success,330/500,1282,21302,x25519_mlkem512,dilithium5,14953
186,0.047964,0.756832,0.860491,1.4606010913848877,Success,331/500,1282,21302,x25519_mlkem512,dilithium5,14953
36,0.022155,0.691668,0.70655,1.5033409595489502,Success,332/500,1282,21308,x25519_mlkem512,dilithium5,14953
35,1.236726,2.040713,2.048937,1.9068586826324463,Success,333/500,1282,21302,x25519_mlkem512,dilithium5,14953
